"","fragment.ID.full","Temp.C","fragment.ID","species","temp.Cat","treatment","genotype","rate.type","umol.cm2.hr","log.rate","K","fragment.ID2","fitted","residuals"
"335","3201_MF3gD",31.66539075,"MF3g","OFRA",32,"deep","MF3","R",0.754178847,0.56200085397424,304.81539075,"MF",0.615302479960207,-0.0533016259859672
"336","3202_MF2gD",32.32540092,"MF2g","OFRA",32,"deep","MF2","R",0.545232886,0.43517463426537,305.47540092,"MF",0.625771702775296,-0.190597068509927
"337","3203_MF1gD",32.89199894,"MF1g","OFRA",32,"deep","MF1","R",1.050441154,0.718054967071919,306.04199894,"MF",0.634721212993103,0.0833337540788156
"338","3401_MF3fD",34.08420877,"MF3f","OFRA",34,"deep","MF3","R",0.867897882,0.6248136712888,307.23420877,"MF",0.653382025892195,-0.028568354603395
"339","3402_MF1fD",34.18432857,"MF1f","OFRA",34,"deep","MF1","R",1.045544708,0.715664114907199,307.33432857,"MF",0.654927255371566,0.0607368595356336
"340","3403_MF2fD",34.52390093,"MF2f","OFRA",34,"deep","MF2","R",1.055415955,0.720478238658031,307.67390093,"MF",0.660102789796716,0.0603754488613141
"341","3601_MF1aD",35.87266693,"MF1a","OFRA",36,"deep","MF1","R",1.205674919,0.791033547778419,309.02266693,"MF",0.674267743779528,0.116765803998891
"342","3602_MF3aD",36.00941798,"MF3a","OFRA",36,"deep","MF3","R",0.780660937,0.576984608305759,309.15941798,"MF",0.673466346476673,-0.0964817381709135
"343","3603_MF2aD",37.16194772,"MF2a","OFRA",36,"deep","MF2","R",0.699637856,0.530415202486581,310.31194772,"MF",0.529652090966845,0.000763111519736404
"344","1901_SF3hD",19.49304113,"SF3h","OFRA",19,"shallow","SF3","R",0.843830738,0.611845330248929,292.64304113,"SF",0.390235940044011,0.221609390204918
"345","1902_SF2hD",19.51943971,"SF2h","OFRA",19,"shallow","SF2","R",0.521763825,0.419870073285737,292.66943971,"SF",0.390746456994368,0.0291236162913686
"346","1903_SF1hD",19.19091299,"SF1h","OFRA",19,"shallow","SF1","R",0.338754333,0.291739579375891,292.34091299,"SF",0.384386556238622,-0.092646976862731
"347","2101_SF3dD",21.37036617,"SF3d","OFRA",21,"shallow","SF3","R",0.371621244,0.31599342996729,294.52036617,"SF",0.426311658204949,-0.110318228237659
"348","2102_SF1dD",21.30931953,"SF1d","OFRA",21,"shallow","SF1","R",0.539080034,0.431184857403222,294.45931953,"SF",0.42514585454409,0.00603900285913161
"349","2103_SF2dD",21.27758548,"SF2d","OFRA",21,"shallow","SF2","R",0.482442453,0.393691033598381,294.42758548,"SF",0.424539637888084,-0.030848604289703
"350","2301_SF3cD",23.20068317,"SF3c","OFRA",23,"shallow","SF3","R",0.514757907,0.415255628832638,296.35068317,"SF",0.461036797633157,-0.0457811688005194
"351","2302_SF1cD",23.35081099,"SF1c","OFRA",23,"shallow","SF1","R",0.499787855,0.405323668105999,296.50081099,"SF",0.463865287758109,-0.0585416196521099
"352","2303_SF2cD",23.47869158,"SF2c","OFRA",23,"shallow","SF2","R",0.714225252,0.538961230444031,296.62869158,"SF",0.466272228447946,0.0726890019960852
"353","2601_SF1bD",26.4218254,"SF1b","OFRA",26,"shallow","SF1","R",0.799759031,0.587652784273841,299.5718254,"SF",0.521009080183959,0.0666437040898823
"354","2603_SF2bD",26.40309888,"SF2b","OFRA",26,"shallow","SF2","R",0.607956158,0.474963905459707,299.55309888,"SF",0.520665315485812,-0.0457014100261049
"355","2901_SF1eD",29.05525251,"SF1e","OFRA",29,"shallow","SF1","R",0.669795079,0.512700911713892,302.20525251,"SF",0.5683915982665,-0.055690686552608
"356","2902_SF3eD",29.349121,"SF3e","OFRA",29,"shallow","SF3","R",0.709543377,0.536226303861292,302.499121,"SF",0.573495910403383,-0.0372696065420903
"357","2903_SF2eD",29.74627788,"SF2e","OFRA",29,"shallow","SF2","R",0.622574959,0.484014368220769,302.89627788,"SF",0.58029449302019,-0.0962801247994209
"358","3201_SF2gD",31.84157037,"SF2g","OFRA",32,"shallow","SF2","R",1.216962157,0.796137861025251,304.99157037,"SF",0.612592320458692,0.183545540566559
"359","3202_SF3gD",32.23966267,"SF3g","OFRA",32,"shallow","SF3","R",0.930910015,0.657991402153407,305.38966267,"SF",0.617474460843995,0.0405169413094129
"360","3203_SF1gD",33.04292242,"SF1g","OFRA",32,"shallow","SF1","R",0.870187967,0.626038942927288,306.19292242,"SF",0.62492765267111,0.00111129025617829
"361","3401_SF1fD",34.21642012,"SF1f","OFRA",34,"shallow","SF1","R",0.931978592,0.658544654983593,307.36642012,"SF",0.625913138675017,0.0326315163085757
"362","3402_SF3fD",33.99825472,"SF3f","OFRA",34,"shallow","SF3","R",0.764595312,0.567921379109603,307.14825472,"SF",0.627003079241157,-0.0590817001315531
"363","3403_SF2fD",34.31069054,"SF2f","OFRA",34,"shallow","SF2","R",0.838339774,0.60886286756703,307.46069054,"SF",0.625209392498447,-0.0163465249314171
"364","3601_SF1aD",35.79788851,"SF1a","OFRA",36,"shallow","SF1","R",0.879676053,0.631099449760357,308.94788851,"SF",0.586604295719946,0.0444951540404104
"365","3602_SF3aD",36.42543869,"SF3a","OFRA",36,"shallow","SF3","R",0.557073043,0.442807804404034,309.57543869,"SF",0.546379848596334,-0.103572044192299
"366","3603_SF2aD",36.94404147,"SF2a","OFRA",36,"shallow","SF2","R",0.733542455,0.550166976757379,310.09404147,"SF",0.496493439658641,0.0536735370987381
